Customer Id,Date,Product
E928B0XUN0KH,2020-11-11,meat
OBM1BAC3UQDL,2020-09-29,brown bread
1AICA95VJFRY,2020-05-16,citrus fruit
9B3AHYS7XZE1,2020-06-11,whole milk
2ZE7JC0RP1II,2020-09-14,soda
YG4BN5H0KORZ,2020-08-24,root vegetables
LDGWW98H0609,2020-10-03,tropical fruit
NCZJZ0YRWV7H,2020-12-02,grapes
32W7M25TPS87,2020-12-14,margarine
7D92LB6908RS,2020-09-25,beef
W9WZIAVMY31U,2020-09-13,yogurt
LSHGQBOUKWSX,2020-06-14,butter
ETMZGWH7BQSY,2020-08-13,rolls/buns
PDF9XIWHOHMB,2020-02-05,root vegetables
99I96XIRGEUO,2020-10-22,brown bread
S7L4AMN69SXY,2020-12-07,hamburger meat
Z8FWQ4Q59Z9R,2020-03-21,beef
6DMPSJ1KDTER,2020-08-23,root vegetables
ZPO09F6HW0SW,2020-11-01,butter milk
0IFPWYJHA0WD,2020-11-18,sausage
I78WQJ2Z5FFD,2020-09-18,tropical fruit
K52IF3B3WC8N,2020-10-27,sausage
IRL8DKC11CIQ,2020-04-28,soda
V4T57XIDO2YX,2020-11-14,tropical fruit
DKXPEWIK1MUH,2020-02-28,tropical fruit
MVMQOR6NCWW0,2020-11-24,whole milk
48O7T3FC29KC,2020-06-18,meat
U92899KYST2S,2020-02-11,beef
J4KL5K9TVSB9,2020-06-12,chewing gum
7P4QYNR8037G,2020-09-03,ice cream
8SATWKZR7MMX,2020-02-24,other vegetables
KV230QGC2BC7,2020-11-22,frozen dessert
LLCJ2B4GF34Y,2020-12-02,rolls/buns
O6GFQ81IFQWK,2020-06-17,tropical fruit
MHX2GF5XIXSK,2020-06-21,sausage
UOGFVJZCML7Y,2020-06-16,fruit/vegetable juice
V7IUAMWNPMPW,2020-08-18,whole milk
YANIMHI9CNQP,2020-07-18,grapes
V1OSBSXAWC8W,2020-06-10,rolls/buns
0ZRF32AJ06BC,2020-12-14,other vegetables
CU63DY1GS8XI,2020-05-24,yogurt
H5H4Z69QXEQQ,2020-09-10,sausage
YA68FYB1ILKF,2020-02-29,cookware
N2NHNC29MMKB,2020-04-23,pastry
SC7L820KCI4Y,2020-03-08,beverages
E0ZXI3F3PT4I,2020-05-23,bottled beer
WG3SIN1GP3X7,2020-10-20,tropical fruit
Z95OGCQ49KVW,2020-11-03,tropical fruit
UNJN16IRMI4W,2020-06-01,whole milk
9APSXWOLL7AO,2020-12-24,ice cream
AAHPFGAC18E5,2020-11-07,ice cream
373JVZ8N9GOY,2020-06-12,packaged fruit/vegetables
5H0O4AVU1SA1,2020-07-11,yogurt
0P1TPIH74E79,2020-09-14,tropical fruit
MAW6YNF1N74P,2020-09-02,spread cheese
NXNYCMIT8NTH,2020-06-28,pastry
5GA4SFN2HPBU,2020-11-01,other vegetables
VG40ZUR8OHL6,2020-08-07,citrus fruit
QJ7BSEZEXTDA,2020-10-19,chicken
81Z6G31FPS2H,2020-04-18,sausage
74IN0O8B0ZAR,2020-11-01,whole milk
OLW2U0TFD2ZX,2020-10-06,soda
KRKA7WKR6DW6,2020-09-19,sausage
0POA15FEMG7P,2020-01-22,whole milk
CHPGR0OGF0Z9,2020-06-22,whole milk
RCA77IDRSMFN,2020-02-14,brown bread
CQ9KNBAXCQY6,2020-01-14,UHT-milk
U6ULAGBU6BDK,2020-02-25,hamburger meat
OGL795FQ26S2,2020-11-15,other vegetables
QFGU4PQMLAWE,2020-01-25,whole milk
E7C6R7H4GUN3,2020-09-23,male cosmetics
OUGR346RPZV1,2020-06-27,bottled beer
H7DHIQBZ2IIY,2020-09-10,yogurt
X97LCXSXT7XA,2020-12-28,frozen meals
WOZUGU58RIMV,2020-04-21,whole milk
3HVVV3DQUFOI,2020-10-11,soda
1WH91OJMBAON,2020-08-05,curd
VSW4YBYONV78,2020-07-17,whole milk
3HRBE45N5NB6,2020-08-20,bottled water
RWXHDVY5PDRS,2020-03-20,citrus fruit
N3391ZBA2FTJ,2020-06-19,domestic eggs
01R5I405KV4M,2020-02-02,hamburger meat
GY37PSDLNFXH,2020-04-20,detergent
97F39TC7AGTL,2020-01-25,cookware
N9AOCRKO8LA4,2020-12-26,sausage
8Y9KG18Y7JFR,2020-11-04,soft cheese
JAKEMA0BULRF,2020-10-12,canned fruit
KAKII70091UO,2020-09-23,berries
9KI223L3L0XO,2020-03-25,ice cream
2H235SLOHUM1,2020-04-27,sausage
D0IEV3JOMS8P,2020-12-06,whole milk
0LW5MK0VHW0J,2020-11-01,UHT-milk
HFX3VSXRMP3H,2020-02-25,whole milk
Y7ZYVBGDZOFN,2020-07-20,beef
COVR7C7D7WKT,2020-06-06,yogurt
018OA73Z6TR6,2020-05-01,grapes
75KO3P4HBS9P,2020-03-05,whole milk
U7E2OKAP54U8,2020-11-15,whole milk
8C6RCSP3EA3T,2020-05-11,onions
TXQZA9PLAGQ5,2020-05-03,whole milk
JFV6EQ1KHAWH,2020-03-22,chicken
ICG4PNRES600,2020-09-28,other vegetables
3HVVV3DQUFOI,2020-11-28,citrus fruit
IROE2QYKDKO5,2020-06-24,whole milk
0CPW4NT0HRVG,2020-11-26,candy
F7MI3SHCXCF7,2020-05-13,chicken
1P8WUUBY4KWQ,2020-01-28,citrus fruit
3ZZ6RUJ8Z7IB,2020-10-17,grapes
QCMOLXSOZCD8,2020-10-28,rolls/buns
QOLB9UVA2H7Y,2020-10-19,hamburger meat
7ZXYMAYRDGI4,2020-04-09,other vegetables
D0OVK303HG2Q,2020-06-30,candy
IAVLA5L1G1SF,2020-01-04,sausage
KACGV5OJXMJW,2020-10-18,onions
I1EV8VG8F52F,2020-11-13,beef
SSLXDSLHWYCO,2020-08-15,yogurt
695RS45ZXMRT,2020-06-25,citrus fruit
HXN766L15QM1,2020-06-12,semi-finished bread
6R311629M1OS,2020-12-16,soda
7TBGGCIN3VPW,2020-11-29,white bread
LEVJ7SU991QS,2020-01-28,fish
RIBTSTANWXJH,2020-01-03,beverages
HOTX9TDOMP2W,2020-10-04,soda
7TKJ0HRJ61EW,2020-07-16,sliced cheese
WR2HDQL7MDVM,2020-11-09,rolls/buns
111E4YOC2ZC5,2020-01-31,waffles
SL7SD17D96GK,2020-06-07,bottled beer
HLOG7WIXVI6P,2020-04-30,hamburger meat
8OY0218SJXJD,2020-11-25,other vegetables
584OZ88CA1YT,2020-04-10,root vegetables
UZPHURPVYX5S,2020-03-27,whole milk
6LQUM6XX7WSZ,2020-08-12,bottled beer
K8VWYARXF608,2020-07-23,sausage
0ZRF32AJ06BC,2020-10-19,sausage
A1G1WBDX53AD,2020-04-22,whole milk
S62QF1J2LOHR,2020-03-11,artif. sweetener
N2D5Z98TO641,2020-02-13,finished products
VA7AQISEVGKL,2020-02-03,bottled beer
C8NPI4SM8BSS,2020-05-06,ice cream
6DMPSJ1KDTER,2020-12-01,coffee
X9MKG44OV4LP,2020-06-04,beef
FFZQD2K5DNP6,2020-08-27,frozen fish
NJI7TUIGEIXL,2020-10-13,bottled beer
V0EV2GWJMIIO,2020-10-27,onions
XWTU1P0HI6SJ,2020-12-02,chicken
EOAD3F71RU81,2020-02-21,beef
EF2G2F15P1TG,2020-08-19,meat
WCN185CD40NR,2020-08-27,chewing gum
M13XRIYE4JHS,2020-03-12,rolls/buns
RJ9ITZAKBF6A,2020-05-23,whole milk
RWZH53LMES5J,2020-01-09,specialty chocolate
RGZQYFWBMTA3,2020-08-31,UHT-milk
67E0HPYVSI31,2020-11-28,beverages
33UFEK08NQY2,2020-07-03,soda
OUGR346RPZV1,2020-05-31,root vegetables
YXLWHQ5CHYBT,2020-01-04,sausage
CUI6BN2ICOKD,2020-09-09,rolls/buns
UNXJHSEUHRB6,2020-06-25,tropical fruit
LSVH2UUQJ6I6,2020-01-14,citrus fruit
4YODJXXBQO0P,2020-10-02,salty snack
J4H5PNEQ2CIC,2020-02-20,other vegetables
G7SGSHETE5L9,2020-11-15,chocolate
A9TXYOKBPNE9,2020-08-06,onions
BBF1IGURLLTW,2020-05-18,male cosmetics
NKCGAAUDOMYJ,2020-04-30,chicken
H4ZO18SNUUN2,2020-03-13,whole milk
LVCNXBIZRSEI,2020-08-09,white bread
79R50P3QVPHI,2020-07-29,meat
Z1XKHIAC4IGZ,2020-10-06,other vegetables
DJM7SDSR2JAV,2020-12-22,whole milk
WTI79NO68JMS,2020-08-13,beef
D0OVK303HG2Q,2020-04-17,sausage
WYWVFF9LLRW0,2020-06-15,pastry
KHIC19DSSG8V,2020-09-07,napkins
7XIFS66WC28E,2020-06-22,canned fish
6ZKBHOEOXQXP,2020-05-09,bottled beer
IATFZZQ9JMZV,2020-07-24,whole milk
8KYRMELYKNIH,2020-01-11,whole milk
6EK0AB0IHK2L,2020-02-28,tropical fruit
R2KWBT8N7J84,2020-08-10,coffee
VLSC6OWLJT8P,2020-06-13,herbs
H5PLCXAETUVQ,2020-05-02,sausage
5PTX5XNSUY95,2020-11-23,root vegetables
OULV6OLDSTJ7,2020-07-24,curd
GF3N4U5YEHR6,2020-07-06,dessert
YBRHO3B1U9Y6,2020-06-30,tropical fruit
HO4YDHU77G3E,2020-01-24,pastry
U86KCGFQURZ7,2020-02-06,rolls/buns
OB8QZDQ9CRRO,2020-03-13,rolls/buns
JGTEG4VB684Y,2020-08-20,hamburger meat
52UUNTMG66R6,2020-03-05,pastry
GSHD2ARIOIK1,2020-09-14,pip fruit
FR49O2KRL4EF,2020-10-06,bottled water
U7E2OKAP54U8,2020-05-29,root vegetables
5LFERV370PNB,2020-03-02,whole milk
LXBIQ1I5LVZ1,2020-04-27,rolls/buns
BAU9Z71KRNDL,2020-12-22,root vegetables
LAOPYEIMY8JU,2020-02-28,yogurt
WSYZQIPMWAHK,2020-02-20,yogurt
FPZD1SKKMGAS,2020-12-02,sausage
HX4J4U12S36C,2020-10-30,other vegetables
3W8BJ2RRNUIQ,2020-10-29,coffee
1YTQ2C1G4ZLV,2020-03-10,beef
MLA12FSJUJKX,2020-08-08,beef
1LOIPFG7JZV4,2020-10-04,pip fruit
H3TL8NXN0R5W,2020-05-02,tropical fruit
7G2Z337WESWY,2020-07-08,sausage
76188FP4OT7B,2020-08-30,chicken
061KL12YD213,2020-06-18,other vegetables
XV0IXBU37X6X,2020-05-19,pip fruit
C7KFSMYGCLKO,2020-09-03,whole milk
OO7ZNWJZWRY9,2020-04-16,pip fruit
AGZJP528RM3U,2020-08-06,pip fruit
AQBJXUSXXBP3,2020-04-23,butter
D264GEOFX0VF,2020-01-14,sausage
G89OZ9STO7ZU,2020-12-09,meat
7T8OWD6KO6SS,2020-11-11,sausage
I8M9G9M8WL0Q,2020-06-21,sausage
PXJ531IWXDB6,2020-10-10,pip fruit
9AJ2UW0U9YWH,2020-01-26,tropical fruit
9N18FDELK00U,2020-06-05,beef
0QL2H7DAQGB4,2020-11-22,whole milk
X4MG0AO3ECMD,2020-01-26,citrus fruit
V3DPVAB670BA,2020-01-14,pastry
45Y93YWUF50S,2020-11-02,frozen meals
XAFKJQJIUY2V,2020-06-05,organic sausage
CGHUK0OU6IQ9,2020-04-29,whole milk
D5682X5ZN5AU,2020-09-16,beverages
E7FD9BU4OK0F,2020-03-10,citrus fruit
6DMPSJ1KDTER,2020-05-01,berries
5CC18HDZASOT,2020-12-28,meat
X7EXQBWY2JEW,2020-03-22,bottled beer
HBWVEHOI7RU0,2020-02-03,rolls/buns
4BKW4OL4D88L,2020-06-01,whole milk
QJ55X3I9C8N8,2020-02-19,citrus fruit
4204KOPMCFXW,2020-07-13,beverages
ZKP4KPCNJA71,2020-12-24,tropical fruit
HQ2553658POW,2020-11-11,other vegetables
JCABIMYILGQP,2020-07-21,rolls/buns
6EK0AB0IHK2L,2020-01-11,curd cheese
M66ERTT9RCD3,2020-08-17,grapes
D5EJCFX3TTWM,2020-11-01,pip fruit
GWQSFM2GSB1I,2020-12-20,soda
72ZI0IU6F19V,2020-06-16,berries
6I5TH8YLWP04,2020-02-05,pip fruit
BCPBAL4YAA0H,2020-04-28,rolls/buns
EPLRPH86VW18,2020-05-16,sausage
6LCFT5W624JN,2020-09-21,sausage
3ALYDKQCZQ59,2020-07-27,pip fruit
WEVHOD4A2016,2020-07-27,butter
WVAUYB5LF6KV,2020-10-11,organic sausage
3Z9WF8WUP7N2,2020-04-12,chicken
2FY9JKIWFBY3,2020-11-20,whole milk
II5SSDN82MBH,2020-11-21,berries
T8U3GMA4K7QF,2020-11-20,beef
T8X7HRNJ9T4P,2020-07-15,rolls/buns
7VFOEFV4HNIK,2020-12-23,root vegetables
XBIAXE6PVLF7,2020-06-14,tropical fruit
8IFVMBFHZP3Z,2020-10-21,beef
7FCW0ASX5DAV,2020-01-04,beef
MBDJ1IIWVXHE,2020-02-05,hamburger meat
JJ6RN09MAMGS,2020-04-15,citrus fruit
BA3067BQ4MKG,2020-10-10,domestic eggs
KV8TVRE3ZLA7,2020-05-11,dessert
QLGPR8VYASWZ,2020-03-06,beverages
M7HE59WM1VA9,2020-02-06,rolls/buns
H5PLCXAETUVQ,2020-03-12,citrus fruit
KCTZ72QHMDFI,2020-04-03,whole milk
VA3QR72RCCHD,2020-03-07,whole milk
FFH8WROFVF19,2020-05-15,pasta
W4Z0X47S2Z7F,2020-07-05,fruit/vegetable juice
1BH09UK39PSW,2020-06-02,chicken
PNQR8B7B3XGB,2020-03-23,grapes
8CF3UNNMQQ71,2020-08-04,bottled water
B54NRHCZAW1R,2020-10-10,whole milk
6UQV71UAT5II,2020-11-14,sausage
IVQW4RFR7D9X,2020-03-28,frozen vegetables
QMLD58DB88HX,2020-09-16,pip fruit
97URJPFBQOUK,2020-08-22,tropical fruit
Z47DPDQH6XRD,2020-05-27,whipped/sour cream
8L3X0STK6M7B,2020-03-11,tropical fruit
94CDILSD98XC,2020-05-10,bottled water
HAII8QUQ5N9N,2020-01-26,berries
W4HC44X82QXZ,2020-11-25,chicken
GMTPZRXQ59MU,2020-05-30,beverages
LTJQMDN9SS0Q,2020-09-25,other vegetables
7EH66DOLFN70,2020-06-14,white bread
AIQVYNTJOEC6,2020-04-15,coffee
7TYVDTRT5SJQ,2020-03-19,sausage
RF8EGZO2M9W9,2020-12-01,sausage
D0CZ7GG1G5ZC,2020-06-08,soda
R3S5KBVYCK80,2020-06-10,tropical fruit
6MHSM1RMTDS0,2020-08-05,tropical fruit
ZRFA6IW15TPL,2020-03-26,butter
U50SZ4R8NXIJ,2020-10-21,curd
3NHJVYK5X9II,2020-03-31,other vegetables
U9XCEHGJ52DR,2020-08-31,specialty bar
G1WV6BNCZCWI,2020-10-15,curd
LRWVFLSC8X5B,2020-07-21,beef
8CWH51GWBLJV,2020-05-05,whole milk
ILUT1SYW965A,2020-07-19,frozen meals
O8FGQBEABFN2,2020-05-01,bottled water
WIQT3ATWZ1QK,2020-11-25,soda
E0ZQD5ZYSZH6,2020-04-12,whole milk
UQ8DMCK0950H,2020-06-25,sausage
KUZE2BB7P14K,2020-07-15,soft cheese
PFKURQ0Q3S2K,2020-05-16,sausage
RRLXSZSYKS0T,2020-08-12,frozen vegetables
Y4NHCWLHPLRV,2020-08-21,chicken
CYY384SGEFPB,2020-03-17,yogurt
5M1EO3G28WT9,2020-04-20,whole milk
ONVZQ508CTJR,2020-02-12,rolls/buns
61FVWGHZQOCF,2020-10-08,sausage
T9HBCN8FL3UP,2020-03-05,yogurt
FKIM7BVFUPS9,2020-10-25,tropical fruit
ZN7PUBW2X8FK,2020-03-09,sausage
UWHFW20R8OVE,2020-12-23,grapes
H8MJMQPPMTK4,2020-08-19,tropical fruit
U78346YRNUN2,2020-12-06,yogurt
2R5J2HJH7ANS,2020-09-01,sausage
8MMM89P8HKUJ,2020-02-17,soda
1WTUE8JOS3O4,2020-08-28,baking powder
GNB0ZCG717PD,2020-01-27,processed cheese
YQSX9DABLOD5,2020-06-22,tropical fruit
AOYJUBDN9UPD,2020-09-21,jam
RI0DSSR7KFS1,2020-06-28,pip fruit
HK0HKZW6R33N,2020-09-01,flower soil/fertilizer
6GORQ4XUNOHL,2020-08-19,whole milk
SPJWPQD319S6,2020-07-27,chewing gum
LF5T60LNWRED,2020-09-30,chicken
KITLNOWZL3S9,2020-10-10,frozen vegetables
38HFYN12ADOI,2020-09-08,rolls/buns
ANWCE18C1CYK,2020-02-06,yogurt
MC1BX6TSP1OP,2020-08-26,sausage
06HVH5HC4DEU,2020-09-13,citrus fruit
R3BXNDOO9G87,2020-09-23,other vegetables
J9BIOSXXAHHN,2020-03-14,whole milk
EXUC62POHWVD,2020-08-27,beverages
QJ2CDN4N8IPT,2020-12-18,Instant food products
P0KPT0N0MKFI,2020-02-28,hamburger meat
1WYJN5D18ZWD,2020-05-01,sausage
8XWBSFOP1QJ1,2020-01-10,tropical fruit
GJZRN0OACMDT,2020-06-03,whole milk
AHZHCZC0065U,2020-05-17,pastry
UHSE6TIJ0MPZ,2020-01-28,pasta
FA2G5PTKG60G,2020-11-27,whole milk
NA8WG9HE91HF,2020-01-28,processed cheese
8QH1SLIAAQAY,2020-10-18,brown bread
ZRLWQ6JYWNUV,2020-08-27,frozen meals
LH18URJNFZZN,2020-02-28,sausage
S62QF1J2LOHR,2020-09-13,tropical fruit
WFEYVFRB6S07,2020-01-26,beef
YGQLIIWS2WRQ,2020-09-28,bottled beer
SM40V80AATA1,2020-02-09,domestic eggs
ZB0Q5CHA10SR,2020-11-07,soda
584OZ88CA1YT,2020-10-18,chocolate
NTCGV4C2DEGT,2020-01-12,tropical fruit
0ZRF32AJ06BC,2020-06-04,beef
UKSE8OGEE5T5,2020-05-05,brown bread
IEYJJ2FF7DRN,2020-11-23,whole milk
ZAQO3ECGD2D1,2020-10-27,berries
QT5UILCE509X,2020-01-26,soda
AP9IIF2KGXV8,2020-03-27,hamburger meat
ZIJK6PG9BNJZ,2020-06-07,chocolate
UZPHURPVYX5S,2020-07-10,grapes
QS9XLVDQTJBT,2020-08-26,tropical fruit
RZLHULCV14JO,2020-03-23,yogurt
DISWRNJ8HB39,2020-01-04,hamburger meat
F86G42VMG6L6,2020-04-03,nuts/prunes
G0LWHZBI9SKF,2020-01-24,pastry
5WWU3VQQDMXP,2020-12-27,sausage
WKKA9LMIYHN3,2020-10-26,sausage
YKA8JU96SUKW,2020-11-20,berries
JS4R1I2PUM8C,2020-12-26,citrus fruit
ED8WY0DE27XG,2020-05-28,rolls/buns
YAICTPCXE7WV,2020-06-07,chicken
ZCLYR4CUH913,2020-05-14,rolls/buns
73QK1P3RYHCB,2020-04-23,citrus fruit
H9BRJQMWGT5B,2020-06-17,soda
42MBW45EME3X,2020-02-20,beef
U86KCGFQURZ7,2020-11-09,waffles
T9JMAK56S0UP,2020-07-28,whole milk
XMATGUOB2NQF,2020-10-06,finished products
KACGV5OJXMJW,2020-08-22,whole milk
MEWMJVZWOVF0,2020-07-09,processed cheese
IN8SCM7LTDBQ,2020-04-23,sausage
9WRHM02CX4G9,2020-08-27,curd
5EBLJOUOW091,2020-01-03,bottled beer
0ZRF32AJ06BC,2020-11-02,dessert
BC5E6X86SV3I,2020-07-20,chicken
CJ278NDYURT4,2020-09-12,bottled beer
6DMPSJ1KDTER,2020-08-07,finished products
KACGV5OJXMJW,2020-03-13,rolls/buns
SFS1WOCD8L1M,2020-04-28,fruit/vegetable juice
8JDPL9L8K1M8,2020-12-05,other vegetables
I0FR0S4OWQT3,2020-09-10,frozen vegetables
2AEUFCUUDXJZ,2020-06-14,hamburger meat
3HRBE45N5NB6,2020-04-14,yogurt
0CXD4JFEJNB0,2020-10-22,sausage
S5XANLQR2M7N,2020-06-24,rolls/buns
1A5EHUJGPUJ2,2020-06-28,chicken
FJJ6OPSTOA53,2020-05-09,whole milk
0FB1H12K1T65,2020-09-02,bottled beer
TKSX1YYAGWP0,2020-04-29,sausage
5ZZAOLSATDP6,2020-11-25,soda
DD3KOEOVDVIM,2020-04-16,tropical fruit
RJK71AQ84PU5,2020-04-20,frozen dessert
9R14X2MW83R9,2020-03-04,bottled beer
ET5SU0HL491P,2020-02-26,pip fruit
3BZCCTONI2FZ,2020-07-02,chicken
N9AOCRKO8LA4,2020-10-16,yogurt
3F2V20LCMDFA,2020-03-08,ice cream
20WR5TABY30D,2020-06-06,tropical fruit
ZPO09F6HW0SW,2020-02-23,pasta
HQU441QO9M9S,2020-10-04,root vegetables
9FQCHV4VO43L,2020-09-04,other vegetables
SB1DAS6NMYIA,2020-10-24,soda
F1MOU3RFW6UT,2020-09-30,soda
NHJVQ0C5YMG2,2020-01-19,specialty chocolate
DN18J9XCM6BC,2020-04-02,pip fruit
COC339FTINEW,2020-01-05,chewing gum
3CTVCM11DRIL,2020-05-27,sausage
T5DD9R936EHB,2020-01-24,meat
UALGQS8Y1PVS,2020-05-14,domestic eggs
1NES0W0Y01WQ,2020-10-31,waffles
OV57FEB3KDRN,2020-05-26,ice cream
R2KWBT8N7J84,2020-04-29,whole milk
22K16FYATWED,2020-07-16,sausage
T64BQLMX6ODK,2020-02-05,long life bakery product
MC1BX6TSP1OP,2020-12-06,sausage
03NH6WK6VBJE,2020-01-23,pastry
OB708UC6989K,2020-03-30,chewing gum
JC5C3XYDFPYF,2020-01-26,organic sausage
W5YZHM2P8CDG,2020-11-10,coffee
MS7PWQTD5B9K,2020-02-29,specialty bar
UB7LRL7F95IW,2020-04-29,popcorn
FDFJIY52WVI6,2020-05-24,whole milk
32VFP78PAUFH,2020-05-21,curd
9JCQ8M5YZDX9,2020-09-22,other vegetables
7FCW0ASX5DAV,2020-08-27,sausage
KLTI40EBRLF5,2020-11-08,yogurt
EMTSJ4AJUC8J,2020-07-26,sausage
WH5L8DM76GVA,2020-09-12,citrus fruit
XCWXX15THPIX,2020-04-21,whole milk
X8F84L8V6057,2020-10-09,meat
TSLTR5I98ZZP,2020-08-29,dessert
ZQPDQLJREK2I,2020-02-18,whole milk
8KCNXVB07OGY,2020-01-17,chicken
CIL44L3KPLW8,2020-10-24,flower soil/fertilizer
99QDVEP54APB,2020-01-02,yogurt
YANIMHI9CNQP,2020-10-04,butter milk
ED8WY0DE27XG,2020-10-24,coffee
WC4RNVJSV4E3,2020-10-04,frozen meals
F86G42VMG6L6,2020-05-15,salty snack
B7FSAN4CC5DJ,2020-09-15,white bread
Y2T4SQJB1RVZ,2020-02-23,pip fruit
1IFO7LXZ6GWV,2020-08-12,tropical fruit
18NFNFA9VI63,2020-01-26,packaged fruit/vegetables
DBQBGIA46M60,2020-03-12,citrus fruit
1O4DGGQISGZ7,2020-08-27,butter
I8S6NFP2O570,2020-08-14,other vegetables
CN7XH0QZY8NF,2020-04-13,meat
7F54DZCPJTTA,2020-11-10,tropical fruit
VJW4CJARJFEB,2020-07-30,sweet spreads
IZI0Z8L8ONWG,2020-02-04,tropical fruit
GGGLQX3334BD,2020-03-23,sausage
E928B0XUN0KH,2020-11-11,coffee
1AICA95VJFRY,2020-05-16,dish cleaner
2ZE7JC0RP1II,2020-09-14,rolls/buns
YG4BN5H0KORZ,2020-08-24,pastry
MRFH8MFRRARX,2020-09-22,frozen dessert
K1BXNCPLZ69B,2020-02-10,meat
ZSA7XFH32WDL,2020-08-20,rolls/buns
2SPRFICAH5ED,2020-11-14,canned vegetables
G91T1NTF8VK9,2020-09-02,whole milk
55Y912HA7EZY,2020-04-06,chicken
HB23L126ZCNA,2020-05-26,whole milk
XBLCKC8GC1QQ,2020-03-21,tropical fruit
0U8MQEOK29OB,2020-12-09,citrus fruit
DCQIRWQ5SA89,2020-04-19,rolls/buns
C8Y3AZIIGJJD,2020-02-11,pip fruit
P4F9VIMJBXPX,2020-03-28,citrus fruit
GXIXVME3ZJGU,2020-03-03,margarine
OGL795FQ26S2,2020-04-13,chicken
96P5QFPRVF8O,2020-09-23,meat
W4C8M6FBMFSA,2020-12-13,whipped/sour cream
T4ZS8WET9P3L,2020-05-22,citrus fruit
AOGXD24L42SH,2020-11-29,pip fruit
FNX8PJH2NRS2,2020-07-26,beef
2UY8DF1YCVCQ,2020-04-23,yogurt
QCQUZCU2R0XS,2020-06-19,processed cheese
71UKPXF2J2WD,2020-10-29,domestic eggs
T92YLC5C4AM1,2020-08-21,sausage
8NZRWFH2HFMN,2020-11-28,bottled water
89DBMQBQX8W3,2020-10-10,tropical fruit
D5682X5ZN5AU,2020-08-06,curd
33WLLRVXL8CU,2020-08-30,pip fruit
9LUKH59OCEB2,2020-07-07,beverages
Z1LM9VUN0T9D,2020-04-05,soda
OIPZY5VVWXSV,2020-01-10,tropical fruit
BDO5L6IZWP4L,2020-12-15,chicken
LZZZKXLJ2B7Z,2020-11-19,chicken
SXDGWLVU3JP8,2020-11-03,rolls/buns
2OEHMZXEXN62,2020-04-24,semi-finished bread
XT9YZ0KI7INS,2020-01-17,sausage
R3Y5B82CON34,2020-03-08,sausage
U0NBF5RG0QEV,2020-06-09,condensed milk
NQQZGF4K1FE0,2020-02-19,yogurt
FFH8WROFVF19,2020-11-10,turkey
BCPBAL4YAA0H,2020-09-10,beef
XSICD4Y2W9XT,2020-06-20,rolls/buns
UOHUKUDG69HF,2020-01-08,whole milk
2TF6G8YRU0FU,2020-04-28,berries
F5OXIDO10F36,2020-02-22,meat
G3GGOIZ3UAPT,2020-03-21,pip fruit
DUCJN7QLW5K2,2020-09-28,grapes
870M9MALJE4K,2020-05-19,sausage
7IQL1DL9634Z,2020-08-14,seasonal products
GECCOUSDCE64,2020-11-03,chicken
V7OS05EB588U,2020-11-24,root vegetables
0RGNY9PRJ831,2020-02-07,sliced cheese
MPUWXOHJ76DX,2020-02-29,tropical fruit
G077HFV6LRGB,2020-07-04,spread cheese
KCS15VG300I2,2020-05-26,spread cheese
2E8416S54MCE,2020-10-20,sausage
GS6Z4M5WONKT,2020-09-10,hamburger meat
9TFVSCPOI1BR,2020-08-20,whole milk
WKV6ETMP7LBR,2020-07-22,pip fruit
K25EX50KOQVT,2020-08-01,whole milk
WPL29B4JMFPP,2020-10-21,beef
WV35GSRWUF7X,2020-09-11,sausage
D3TGZ52AX171,2020-04-02,sausage
O38E716WK2OH,2020-08-16,napkins
OTQA8BOSJL84,2020-07-16,hamburger meat
C5JEQ0Q44CZA,2020-05-21,yogurt
I2ZL3ZX1CZA7,2020-04-08,meat
HP2G18ACELH8,2020-04-20,sausage
VX541P78KSA4,2020-07-12,pastry
HXN766L15QM1,2020-06-12,other vegetables
IFTOUDVU744F,2020-02-10,beverages
UMSDTGSHJRZP,2020-07-24,beef
O8K9TW66P3OO,2020-08-06,pip fruit
7IQL1DL9634Z,2020-12-21,berries
JTWD5QWKB3G3,2020-03-01,frozen meals
2E2SDSSSFGFG,2020-01-09,tropical fruit
NXHJXWU15KN8,2020-02-16,chicken
XX0HWULVHCRE,2020-05-12,whole milk
HWE1ELL2WEVD,2020-10-05,butter
JB59SIY9WMVQ,2020-12-26,pip fruit
89DBMQBQX8W3,2020-12-09,other vegetables
VI3A3QRGQJBZ,2020-03-25,beef
E7FD9BU4OK0F,2020-03-27,turkey
C9YNSGU1UGGC,2020-06-29,processed cheese
0Y72RJQFGDQL,2020-03-14,tropical fruit
9Y0LFLUQBXD3,2020-05-15,sausage
G57H0AJKV4JQ,2020-05-04,rolls/buns
8ZUKNON4VR9T,2020-12-13,beef
VFHTNCBQ44IJ,2019-01-10,rolls/buns
KCTZ72QHMDFI,2019-12-16,hamburger meat
KNBN6J2OOMDR,2019-10-10,turkey
UP36ZTBLPGQH,2019-10-10,specialty chocolate
O5XVJD318B9D,2019-11-15,beef
VLX4XL2CZ3Q4,2019-10-16,berries
F1XEGAFHYBO6,2019-08-14,kitchen utensil
6Q2TEUTUA64I,2019-08-30,soda
S6VI8H1PRWZ7,2019-06-10,whole milk
JB59SIY9WMVQ,2019-11-06,chicken
Y3APDFMFQ7ZP,2019-05-28,whole milk
